Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
DANC,1310,001,15,18,3,,5,1,,1,,,1,,2,2,2,,0,"Ewert-Pittman, Anna M",,,,,,maj140430,melissa johnson
DANC,1310,002,8,17,6,2,7,1,,4,,,1,,1,1,1,,1,"Johnson, Melissa A",,,,,,ame190001,
DANC,1310,0H1,12,20,1,,,,,,,,,,1,,,,1,"Owens, Misty",,,,,,msaba,monica saba
DANC,2321,001,11,7,,,2,1,1,,,,,,,1,,,0,"Johnson, Melissa A",,,,,,mxo122530,misty owens
DANC,2332,001,2,4,1,,2,,,,,,,,3,,,,0,"Saba, Monica",,,,,,maj140430,melissa johnson
DANC,3333,001,3,4,1,,,1,,,,,,,1,,,,0,"Saba, Monica",,,,,,msaba,monica saba
DANC,3340,001,1,5,3,1,2,,,,,,,,1,1,,,1,"Hanlon, Michele J",,,,,,mhanlon,
ECON,2301,001,13,35,14,7,29,5,2,8,1,,,1,,12,1,,2,"Ketsler, Luba","Wu, Jintian",,,,,lxk010300,luba ketsler
ECON,2301,003,27,50,20,12,35,4,4,7,1,,1,1,5,9,2,,1,"Ketsler, Luba","Fu, Nan",,,,,lxk010300,luba ketsler
ECON,2301,501,,20,7,4,5,2,3,1,,,1,,2,,,,2,"Nguyen, Hien T",,,,,,kxk124930,
ECON,2302,001,39,60,27,6,23,4,,5,,,3,,5,1,2,,2,"McElroy, Susan","Luo, Siyuan","Shi, Tianjian",,,,skm028000,susan mcelroy
ECON,2302,002,2,27,12,8,16,15,5,23,7,5,13,1,16,17,8,,11,"Arce, Daniel G",,,,,,dga071000,daniel arce
ECON,2302,003,24,32,13,9,4,6,1,2,2,,2,,1,2,,,2,"McElroy, Susan","Luo, Siyuan","Shi, Tianjian",,,,sxy096120,shuo yang
ECON,2302,004,8,11,8,9,3,1,1,,,,,,,1,,,2,"Choi, Soohyun",,,,,,xxl068000,xin li
ECON,2302,501,11,13,8,4,6,,,,,,,,1,,,,0,"Zhang, Jinglun",,,,,,rxr145930,rasoul ramezani
ECON,3310,001,12,13,,2,11,,1,3,,,2,,5,4,1,,9,"Andrews, Rodney J","Li, Ji",,,,,zxz110530,zeyu zhang
ECON,3311,001,,7,8,13,8,4,2,1,,,,,1,1,,,1,"Sul, Donggyu","Han, Minyu",,,,,vjv150130,victor valcarcel
ECON,3311,501,5,11,7,3,,3,,,,,,,,,,,1,"Colunga Ramos, Luis Fernando",,,,,,ljdumas,lloyd dumas
ECON,3330,001,13,21,9,4,10,1,,1,,,,,,1,1,,2,"Ketsler, Luba",,,,,,lxk010300,luba ketsler
ECON,3330,002,20,37,6,5,13,2,,,,,,,1,,,,2,"Ketsler, Luba",,,,,,lxk010300,luba ketsler
ECON,3330,501,12,8,7,3,2,2,2,,,2,1,,2,,1,,3,"Zhang, Licheng",,,,,,dee011000,doric earle
ECON,3336,001,16,19,4,1,2,,,1,1,,,,,1,,,0,"McElroy, Susan","Luo, Siyuan","Shi, Tianjian",,,,skm028000,susan mcelroy
ECON,3381,502,1,3,,2,2,2,,1,,,,,,1,,,3,"Grover, William C",,,,,,wcg071000,william grover
ECON,4310,001,1,10,3,2,13,6,,3,,,,,1,1,,,4,"Arce, Daniel G",,,,,,dga071000,daniel arce
ECON,4320,001,1,7,3,7,4,5,3,,,1,,,4,1,,,0,"Giertz, Seth","Yue, Wanwan",,,,,sxg154831,seth giertz
ECON,4330,001,2,8,4,6,3,9,1,1,,,,2,,2,,,1,"Giertz, Seth","Yue, Wanwan",,,,,sxg154831,seth giertz
ECON,4333,001,2,5,2,4,4,1,2,,,,,,1,2,,,1,"Siqueira, Kevin J","Faundez Madariaga, Sebastian Carlos",,,,,kjs064000,kevin siqueira
ECON,4345,001,4,4,5,,5,2,2,,2,,,,1,1,,,1,"Miller, Darwin W",,,,,,dwm052000,darwin miller
ECON,4348,001,1,5,1,1,,3,,1,1,,,1,2,2,,,4,"Hicks, Donald",,,,,,dahicks,donald hicks
ECON,4351,001,10,15,3,,5,1,,2,,,,,2,1,,,3,"O'Brien, Daniel M",,,,,,obri,daniel obrien
ECON,4355,001,9,3,13,4,3,3,,,1,1,2,2,1,2,1,,6,"Li, Dong","Kwak, Jihun",,,,,dxl145430,dong li
ECON,4360,001,5,14,4,5,6,,,1,,,1,1,2,5,,,1,"Siqueira, Kevin J","Faundez Madariaga, Sebastian Carlos",,,,,kjs064000,kevin siqueira
ECON,4362,001,1,1,5,5,6,2,4,1,2,,1,,1,2,,,1,"Morales Leon, Maria C",,,,,,axl128330,
ECON,4382,001,,4,8,4,1,,,,,,,,,,,,1,"Sul, Donggyu","Han, Minyu",,,,,axl128330,
ECON,4396,501,2,3,1,1,3,,,,1,,,,,,,,0,"Grover, William C",,,,,,wcg071000,william grover
ECON,5321,001,,3,3,3,5,1,,1,,,,,,,,,1,"Hedlund, Jonas","Bing, Yuanchen",,,,,seldon,
ECON,6301,001,,3,1,2,1,2,,,,,,,,,,,1,"Hedlund, Jonas","Bing, Yuanchen",,,,,jxh180030,jonas hedlund
ECON,6302,001,,9,,,,,,,,,,,,,,,1,"Panovska, Irina","Zhang, Nan",,,,,axl128330,
ECON,6305,501,,19,,,,,,,,,,,,,,,2,"O'Brien, Daniel M",,,,,,obri,daniel obrien
ECON,6331,001,,8,2,6,4,,1,,,,,,,,,,1,"Andrews, Rodney J",,,,,,rja091000,rodney andrews
ECON,7309,001,,12,5,,,,,,,,,,,,,,0,"Li, Dong","Kwak, Jihun",,,,,dxl145430,dong li
ECS,1100,001,19,6,10,7,3,2,2,,,1,1,,4,,1,,3,"Mann, Ashley",,,,,,cnf150030,
ECS,1100,002,33,9,7,1,2,1,1,6,,,,,,,,,0,"Moran, Stacey",,,,,,brf160230,
ECS,1100,003,20,9,5,6,7,4,,,1,,1,2,2,1,,,1,"Favors, Crystal N",,,,,,rnr130230,
ECS,1100,004,3,1,3,1,1,,,1,1,,2,1,7,4,4,,3,"Marroquin, Irene",,,,,,cnf150030,
ECS,1100,005,32,7,4,4,2,,1,,1,,3,1,3,1,,,0,"Edwards, Tanisha N",,,,,,brf160230,
ECS,1100,006,39,7,4,4,1,2,,1,,,,,1,1,,,0,"Sharman, Whitney",,,,,,axc169230,andrea croasdale woudwyk
ECS,1100,007,30,2,8,,2,,,1,,,,,2,1,,,0,"Mann, Ashley",,,,,,ntafos,simeon ntafos
ECS,1100,008,29,14,2,4,5,1,,4,,,,,,,,,0,"Moran, Stacey",,,,,,jxb165130,
ECS,1100,009,7,4,,3,7,,1,1,,,,,1,1,,,0,"Saulnier McKinin, Alexandria",,,,,,jxw161630,jaleah williams
ECS,1100,010,9,4,1,1,1,,,,2,,1,,,1,1,,0,"Croasdale Woudwyk, Andrea",,,,,,ixm033000,irene marroquin
ECS,1100,011,49,6,,,1,,,,1,,,,1,,,,1,"Flores, Khaila",,,,,,mas051000,
ECS,1100,012,16,4,2,1,1,1,1,,1,,,,2,,,,0,"Aronson, Cara",,,,,,ixm033000,irene marroquin
ECS,1100,013,33,13,2,2,7,,,1,,,,,,,,,2,"Hendley, Kaysi",,,,,,cnf150030,
ECS,1100,014,12,5,4,5,,1,1,,,,,,2,1,2,,1,"Majors, Adam",,,,,,lep170330,laura payne
ECS,1100,015,26,3,6,1,1,,,,,,1,,,1,,,2,"Anderson, Alexandria N",,,,,,ssw130030,shirley wilson
ECS,1100,016,23,6,2,3,4,,,,1,,,2,6,,4,,1,"Wright, Emelia M",,,,,,cnf150030,
ECS,1100,017,5,5,3,2,,1,1,,1,,1,,,1,1,,0,"Wright, Emelia M",,,,,,jxb165130,
ECS,1100,018,35,2,3,3,4,2,1,,,,1,1,6,1,,,1,"Tornakian, Marissa A",,,,,,jxw161630,jaleah williams
ECS,1100,019,27,7,,2,3,,2,,,,,,2,1,1,,0,"Saulnier McKinin, Alexandria",,,,,,lep170330,laura payne
ECS,1100,020,31,4,8,,,1,2,,1,,,,2,2,,,0,"Majors, Adam",,,,,,brf160230,
ECS,1100,021,11,1,1,3,,,,,,1,2,,,,1,,0,"Sharman, Whitney",,,,,,rnr130230,
ECS,1100,023,5,3,1,,,3,1,2,,,,1,3,,,,0,"Favors, Crystal N",,,,,,brf160230,
ECS,1100,024,12,3,5,1,,,1,,,,,,1,,1,,0,"Flores, Khaila",,,,,,brf160230,
ECS,1100,025,10,4,2,3,1,1,,,,,,,,,,,0,"Tornakian, Marissa A",,,,,,cnf150030,
ECS,1100,026,19,,1,2,1,1,1,1,,,,1,1,,,,1,"Hasan, Nasreen",,,,,,ntafos,simeon ntafos
ECS,1100,027,13,15,1,1,9,1,1,3,,,1,,8,1,3,,2,"Hendley, Kaysi",,,,,,axc169230,andrea croasdale woudwyk
ECS,1100,028,28,10,11,4,,2,,1,,,1,,1,,,,2,"Anderson, Alexandria N",,,,,,ssw130030,shirley wilson
ECS,1100,501,19,14,3,2,8,1,,1,,,,2,4,2,2,,1,"Edwards, Tanisha N",,,,,,lep170330,laura payne
ECS,1100,502,16,8,8,3,4,7,1,2,2,,1,1,2,1,3,,1,"Marroquin, Irene",,,,,,ixm033000,irene marroquin
ECS,3390,001,,3,5,3,2,1,,,,,,,,4,,,3,"Crowder, Wade A",,,,,,mls077000,maribeth (betsy) schlobohm
ECS,3390,002,,18,,,,1,,,1,,,,,,1,,0,"Mohsene, Laura L",,,,,,mls077000,maribeth (betsy) schlobohm
ECS,3390,003,2,9,4,1,3,,,1,,,,,,1,,,0,"Hernandez-Katz, Melissa M",,,,,,mls077000,maribeth (betsy) schlobohm
ECS,3390,004,1,15,1,,2,,,,,,,1,,,1,,0,"Hernandez-Katz, Melissa M",,,,,,olive,laura mohsene
ECS,3390,005,,13,4,3,,,,,,,,,,1,,,0,"Mohsene, Laura L",,,,,,wac010100,wade crowder
ECS,3390,006,,20,,,,,,,,,,,,,2,,0,"Glauser, Janece B",,,,,,dwd150030,deborah dickson
ECS,3390,007,,19,1,1,,,,,,,,,,,,,0,"Glauser, Janece B",,,,,,bem160830,barbara morgan
ECS,3390,008,,17,,2,,,,1,1,,,,,,,,0,"Mohsene, Laura L",,,,,,dwd150030,deborah dickson
ECS,3390,009,,19,,,,,,,,,,,,,,,2,"Glauser, Janece B",,,,,,dwd150030,deborah dickson
ECS,3390,010,8,9,2,1,,,,,,,,,,,,,1,"Montgomery, Christina",,,,,,bem160830,barbara morgan
ECS,3390,011,7,7,6,1,,,,,,,,,,,,,0,"Montgomery, Christina",,,,,,cxr088000,christopher ryan
ECS,3390,012,,17,,,,1,,,,,,,,1,1,,1,"Glauser, Janece B",,,,,,lem150330,lindsay moore
ECS,3390,014,,2,7,5,4,,,,1,,,,,2,,,0,"Ryan, Christopher J",,,,,,cxl085200,carie king
ECS,3390,015,,3,1,4,4,2,,,,,,,1,6,,,0,"Crowder, Wade A",,,,,,mxl135930,michele lockhart
ECS,3390,016,,16,,1,,2,,,1,,,,,,1,,0,"Glauser, Janece B",,,,,,cxm190022,christina montgomery
ECS,3390,017,,7,3,2,5,1,1,,,,,,1,,,,1,"King, Carie S",,,,,,cxl085200,carie king
ECS,3390,0H1,,17,2,,1,,,,,,,,,1,,,0,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz
ECS,3390,0H2,2,16,,,,,,1,,,,,,2,,,0,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz
ECS,3390,0H3,5,6,5,,3,,,,,,,,,1,,,1,"Schlobohm, Maribeth L",,,,,,mhkatz,melissa hernandez katz
ECS,3390,0H4,,4,9,3,2,2,,,,,,,1,1,1,,2,"Hartmann, Jonathan",,,,,,mhkatz,melissa hernandez katz
ECS,3390,0H5,16,4,,1,1,,,,,1,,1,1,,,,0,"Johnson, Janet L",,,,,,jbg130030,janece glauser
ECS,3390,0H6,2,12,3,2,1,1,,,,,,,,,,,0,"King, Carie S",,,,,,jbg130030,janece glauser
ECS,3390,0H7,5,7,3,1,1,,,,,,,,1,1,,,2,"Schlobohm, Maribeth L",,,,,,jbg130030,janece glauser
ECS,3390,0H8,4,7,2,4,,,,,1,,,,1,,,,2,"Schlobohm, Maribeth L",,,,,,jbg130030,janece glauser
ECS,3390,0H9,13,4,1,2,,,2,,,1,,,,1,,,1,"Johnson, Janet L",,,,,,jbg130030,janece glauser
ECS,3390,501,,12,3,3,,1,1,,,,,,,,,,1,"Mohsene, Laura L",,,,,,sxc123831,syd coppersmith
ECS,3390,502,,10,1,5,1,,,1,,,,,2,3,1,,1,"Coppersmith, Syd",,,,,,wac010100,wade crowder
ECS,3390,503,,16,2,1,1,,,,,,1,,1,,,,3,"Coppersmith, Syd",,,,,,sxc123831,syd coppersmith
ECS,3390,5H1,2,2,5,2,5,1,1,,,,,,3,3,,,1,"Libby, Lee L",,,,,,llibby,lee libby
ECS,3390,5H2,3,4,4,3,2,1,1,,,,,1,1,1,1,,3,"Libby, Lee L",,,,,,llibby,lee libby
ECS,3390,5H3,1,17,1,,,,,,,,1,,,1,,,0,"Scally, Deborah A",,,,,,das,deborah scally
ECS,3390,5H4,6,12,,,2,,,,,,,,,1,,,0,"Scally, Deborah A",,,,,,axc173630,
ECS,3390,5H5,3,13,4,2,,1,,,,,,,,,,,1,"Hartmann, Jonathan",,,,,,axc173630,
ECS,3390,5H6,4,13,,,1,,,,,,,,,2,,,1,"Scally, Deborah A",,,,,,das,deborah scally
ECS,3390,5H7,,10,7,4,1,2,,,,,,,,,,,1,"Coleman, Amanda R",,,,,,allenen,allene nichols
ECS,3390,5H8,4,11,,,1,,,1,1,,,,2,,,,1,"Scally, Deborah A",,,,,,das,deborah scally
ECS,3390,5H9,,5,7,3,3,2,1,1,2,,,,,,,,1,"Coleman, Amanda R",,,,,,axc173630,
ECS,3390,HN1,4,10,3,3,,,,,,,,,,1,,,0,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan
ED,3314,001,1,5,8,4,1,2,3,,,,,,,,,,0,"Gladden, Terri S",,,,,,sxf044000,sharon fagg
ED,3314,501,1,1,5,1,,1,3,,,,,,1,,,,2,"Gladden, Terri S",,,,,,sxf044000,sharon fagg
ED,3315,0H1,1,18,1,1,,,,,,,1,,1,,,,1,"Leek, Patricia A",,,,,,santine,patricia leek
ED,3315,0H2,,8,2,2,,1,,,,,,,,,1,,0,"Leek, Patricia A",,,,,,santine,patricia leek
ED,3339,501,,19,7,1,2,3,2,3,1,,,,3,,1,,3,"McNulty, Angela B",,,,,,ren011000,robert nelson
ED,3340,501,1,5,1,,1,1,2,1,1,,1,1,1,,,,1,"Haun, Julia T",,,,,,jlb018300,julia haun
ED,3342,001,,17,1,,,,,,,,,,,,,,0,"Parker, Teresa L",,,,,,tparker,teresa parker
ED,3342,501,,12,,,,,,,,,,,,,,,0,"Parker, Teresa L",,,,,,tparker,teresa parker
ED,3345,0H1,,8,3,,2,,,1,2,,1,,,,,,0,"McNulty, Angela B",,,,,,mcnulty,
ED,3345,5H1,,1,1,,2,2,,1,2,,,,,,,,1,"McNulty, Angela B",,,,,,mcnulty,
ED,3380,501,6,1,4,,,1,,1,,,,,,,,,0,"Hart, Nicola",,,,,,nxh171730,nicola hart
ED,4343,5H1,5,4,5,1,,,,,,,,,,,,,0,"Friedman, Meredith K",,,,,,mxk116530,meredith friedman
ED,4344,501,1,2,3,4,3,1,,1,,,,,,,,,0,"Huisman, Ingrid",,,,,,ibh013000,ingrid huisman
ED,4344,502,1,4,2,,1,1,,,,,,,,1,,,0,"Huisman, Ingrid",,,,,,ibh013000,ingrid huisman
ED,4345,501,,6,4,,,3,,,,,,,,,,,0,"Weiner, Michelle L",,,,,,mxw051000,michelle weiner
ED,4351,001,13,3,6,,2,1,,,,,,,,,,,0,"Davis, Renee",,,,,,rrd160530,renee davis
ED,4351,501,3,3,3,,,1,,,1,,,,,,,,0,"Davis, Renee",,,,,,rrd160530,renee davis
ED,4352,001,,8,3,2,5,,1,,,,,,1,,,,1,"McNulty, Angela B",,,,,,mcnulty,
ED,4353,0H1,3,4,2,3,,,,,,,,,1,,,,0,"Ahmed, Emelia",,,,,,eea190000,
ED,4357,001,1,15,2,4,2,1,,,,1,,,,,2,,0,"Leek, Patricia A",,,,,,cxc031000,candice chandler
ED,4358,0W1,1,5,3,1,4,2,2,1,,,1,,,2,,,1,"Root, Alexey",,,,,,aroot,alexey root
ED,4359,0W1,3,6,,1,2,,,,,,,,1,,,,1,"Root, Alexey",,,,,,aroot,alexey root
ED,4361,501,8,10,,,,,,,,,,,,,,,0,"Pollock, Laurie L",,,,,,lly062000,laurie youngblood pollock
ED,4363,001,,10,,,2,4,,,,,,,2,,,,0,"Leek, Patricia A",,,,,,cxc031000,candice chandler
ED,4372,5H1,19,3,,1,,,2,,,,,,,,,,0,"Mahmoud, Ramy A",,,,,,mahmoudr,ramy mahmoud
ED,4372,5H2,7,5,4,2,3,2,1,,,,,,,1,,,0,"Christensen, Rhonda",,,,,,rxc180023,rhonda christensen
EE,1100,001,,13,5,2,8,3,,,,1,,1,3,1,3,,1,"Florence, James M","Pawaskar, Vaibhav Uttam","Goswami, Pingakshya","Xiong, Jiu","Luo, Ziyang",,jmf130530,james florence
EE,1100,002,,15,5,3,3,1,,1,,,,,,1,1,,2,"Florence, James M","Goswami, Pingakshya","Pawaskar, Vaibhav Uttam","Xiong, Jiu","Luo, Ziyang",,jmf130530,james florence
EE,1100,003,,28,13,4,4,3,,3,,,1,,5,,,,0,"Florence, James M","Pawaskar, Vaibhav Uttam","Goswami, Pingakshya","Xiong, Jiu","Luo, Ziyang",,jmf130530,james florence
EE,1202,001,11,8,5,6,7,4,2,4,,,2,2,3,,3,,5,"Cogan, Diana L",,,,,,dcc095020,diana cogan
EE,2310,301,1,1,8,2,1,1,1,2,,,,,,2,1,,1,"Cogan, Diana L","Zeng, Xiaoming","Pawaskar, Vaibhav Uttam","Wang, Yifan","Gao, Tianning","Munia, Munawara Saiyara",dcc095020,diana cogan
EE,2310,302,,4,3,,1,2,,,,,1,,1,2,1,,1,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan
EE,2310,303,3,2,3,,1,2,1,,,,,1,1,4,2,,1,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan
EE,2310,304,,4,,,3,,,1,,1,,,2,,2,,2,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan
EE,2310,305,,3,1,,,,,,,,,1,2,3,2,,0,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan
EE,3161,051,1,3,1,4,,2,1,,,1,,,1,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
EE,3201,001,,10,9,,2,,,2,,,1,,,,,,4,"Nikoubin, Tooraj","Steele, Alec M","Sheikhlari, Sepehr","Meng, Xingyu","Taherkhani, Nima",,txn190011,tooraj nikoubin
EE,3201,002,3,9,4,2,3,,,,,,5,,,1,,,5,"Nikoubin, Tooraj","Steele, Alec M","Sheikhlari, Sepehr","Meng, Xingyu","Taherkhani, Nima",,txn190011,tooraj nikoubin
EE,3202,304,,5,1,,,,1,,1,,,,1,1,,,2,"Kiasaleh, Kamran",,,,,,kamran,kamran kiasaleh
EE,3202,307,,4,,2,2,,,,,,,,,,2,,1,"Overzet, Lawrence",,,,,,overzet,lawrence overzet
EE,3301,002,4,11,,,1,2,3,,2,,1,,,2,,,3,"Fahimi, Babak","Farhadi, Masoud",,,,,bxf102000,babak fahimi
EE,3301,003,,7,2,,2,,,2,,1,,,,3,1,,0,"Friedman, Joseph S","Hu, Xuan",,,,,jsf160330,joseph friedman
EE,3302,001,1,14,,7,6,5,3,4,2,,1,,1,14,,,2,"Fumagalli, Andrea","Arjona Angarita, Ricardo Javier",,,,,andreaf,andrea fumagalli
EE,3302,002,6,1,2,,3,2,2,1,1,1,2,,1,7,2,,5,"Khoobroo, Amir","Arjona Angarita, Ricardo Javier",,,,,jhw170130,jennifer webb
EE,3302,003,4,10,2,4,4,2,,1,,,,,1,1,1,,0,"Busso Recabarren, Carlos A","Leem, Seong-Gyun",,,,,cxb093000,carlos busso
EE,3310,001,2,1,,,,3,1,1,2,,1,,1,2,,,1,"Lee, Jeong-Bong","Mitra, Arkadeep","Liu, Jinbo",,,,jblee,jeong bong lee
EE,3310,002,6,10,3,9,5,5,7,1,2,,2,,1,5,,,4,"Lee, Jeong-Bong",,,,,,sxp124631,siavash pourkamali
EE,3311,001,3,10,2,,3,2,1,1,,,,,,1,,,2,"Pourkamali, Siavash","Palit, Prithviraj",,,,,kxo091000,kenneth
EE,3311,501,3,6,3,1,1,1,2,2,,,,,1,1,1,,0,"Pourkamali, Siavash","Cheng, Qi",,,,,sxp124631,siavash pourkamali
EE,3320,001,1,1,6,2,4,2,,,1,,,,,5,1,,1,"Bhatia, Dinesh","Goswami, Pingakshya",,,,,dcc095020,diana cogan
EE,3320,002,5,6,3,7,1,2,,2,2,,,,2,3,,,0,"Basu, Kanad","Kuruvila, Abraham P",,,,,dinesh,dinesh bhatia
EE,3320,502,4,9,5,2,,,1,,,,2,,,2,,,0,"Nikoubin, Tooraj","Huang, Qiongdan",,,,,txn190011,tooraj nikoubin
EE,4201,301,,10,,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,,laxman,lakshman tamil
EE,4201,302,,14,,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,,laxman,lakshman tamil
EE,4301,001,1,12,11,5,18,4,2,3,1,,,,,4,,,1,"Heins, Matthew S","Abbas, Farhat",,,,,acc130630,ann coleman
EE,4301,501,2,13,7,4,22,3,2,1,1,,,,1,1,1,,0,"Heins, Matthew S","Lin, Dayang",,,,,acc130630,ann coleman
EE,4304,001,1,2,2,3,8,,,,,,,,,1,,,2,"Makris, Georgios","Tellakula, Suraag S",,,,,wps100020,william swartz
EE,4304,501,2,13,,2,5,,1,3,,,,,,1,,,0,"Hu, Yang","Wang, Jianda",,,,,wps100020,william swartz
EE,4310,001,,17,,2,13,2,,5,4,2,2,1,7,10,1,,3,"Skinner, Neal G","Noor Shoudha, Shamman","Olee, Shakil Mahmud",,,,nrg092000,nicholas gans
EE,4330,001,9,7,14,5,3,7,1,,3,,,,,1,,,0,"Young, Chadwin D","Lin, Dayang",,,,,cdy120030,chadwin young
EE,4340,001,,13,,8,8,2,1,2,,,1,1,,4,,,1,"Ma, Dongsheng","Kwak, Jin W",,,,,dxm101000,dongsheng ma
EE,4361,001,2,6,3,4,6,4,3,1,1,,,,,,1,,8,"Panahi, Issa","Shankar, Nikhil",,,,,imp015000,issa panahi
EE,4363,001,18,3,3,2,4,,1,1,,,,,2,2,,,4,"Gardner, Matthew C","Daniar, Ahmad",,,,,gxg172530,ghanshyamsinh gohil
EE,4365,001,2,17,8,9,8,2,2,,,,,,1,,,,1,"Saquib, Mohammad","Noor Shoudha, Shamman",,,,,saquib,mohammad saquib
EE,4368,001,,18,1,1,11,1,1,4,3,,2,,,3,,,2,"Lehmann, Randall E","Ramanathan, Shunmugapriya",,,,,rel041000,randall lehmann
EE,4370,001,6,10,1,,,1,,1,,,,,,1,1,,0,"Swartz, William P","Akbarzadeh, Sara","Raghavendra, Shruthi",,,,wps100020,william swartz
EE,4388,001,1,15,2,2,,,,,,,,,,2,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
EE,4388,002,,21,3,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
EE,4388,003,3,27,,2,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner
EE,4389,001,,31,,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
EECT,6325,002,,7,11,7,2,4,,,,,,,,,,,1,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,,cms057000,carl sechen
EECT,6326,001,,6,6,8,3,,,,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu
EECT,6378,001,,4,3,2,,,,,,,,,1,,,,0,"Lee, Hoi","Cheng, Qi",,,,,hxl054000,hoi lee
EECT,7325,001,,4,6,2,,,,,,,,,,,,,0,"Sechen, Carl","Jain, Apurva",,,,,cms057000,carl sechen
EEDG,5325,501,,20,,,,,,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu",,,,,wps100020,william swartz
EEDG,6301,001,,14,,,,,,,,,,,,,,,0,"Swartz, William P","Tellakula, Suraag S",,,,,nourani,mehrdad nourani
EEDG,6303,001,,3,7,1,,,1,,,,,,,,,1,2,"Nourani, Mehrdad","Sears, Mark R",,,,,nourani,mehrdad nourani
EEDG,6306,001,,10,3,1,,,,1,,,,,,,,,0,"Zhou, Dian","Wang, Yifan",,,,,zhoud,dian zhou
EEGR,6316,001,,1,3,4,,2,1,,,,,,,,,,0,"Gu, Qing",,,,,,qxg160030,
EEMF,6319,501,,7,3,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley
EEPE,6354,001,,8,,2,,,,,,,,,,,,,0,"Akin, Bilal","Daniar, Ahmad",,,,,gxg172530,ghanshyamsinh gohil
EERF,6311,501,,5,2,3,2,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson
EERF,6355,001,,2,2,2,3,1,,1,,,,,,,,,2,"Saad, Ricardo E","Xu, Xiangyu",,,,,rsaad,ricardo saad
EERF,6393,001,,12,6,2,1,,,,,,,,,,,5,1,"Heins, Matthew S","Baral, Ashwin Bhobani",,,,,msh130130,matthew heins
EERF,6395,001,,10,,,1,,3,1,,,,,,,,1,0,"Lehmann, Randall E","Sears, Mark R",,,,,rel041000,randall lehmann
EESC,6349,001,,7,2,4,2,,,,,,,,,,,,2,"Minn, Hlaing","Fan, Zhixuan",,,,,wxn062000,won namgoong
EESC,6363,001,,3,4,6,,,,,,,,,,,,3,0,"Kehtarnavaz, Nasser","Azarang, Arian",,,,,nxk019000,nasser kehtarnavaz
ENGR,2300,001,5,2,5,4,2,3,,2,4,2,1,,5,4,6,,6,"Khoobroo, Amir","Han, Weijie","Li, Chen",,,,mohammed,ali mohammed
ENGR,2300,002,7,9,5,5,4,1,5,1,1,,,1,4,5,1,,3,"Al-Dhahir, Naofal M","Helwa, Sherief M",,,,,nxa028000,naofal al dhahir
ENGR,2300,004,18,4,5,6,4,3,3,1,,,,,1,,1,,4,"Ahmed, Shaheen","Leem, Seong-Gyun","Kucuk, Abdullah",,,,bxa123330,bilal akin
ENGR,2300,006,5,6,5,4,3,6,2,2,4,,,,1,5,3,,5,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,,cxb093000,carlos busso
ENGR,2300,007,4,6,7,4,6,1,5,6,,1,1,3,2,2,,,2,"Mezenner, Rabah","Lin, Wei-Cheng",,,,,nxa028000,naofal al dhahir
ENGR,3300,001,,22,1,2,8,,,5,5,,2,1,,6,2,,2,"Lee, Jung S","Akbarzadeh, Sara","Zhang, Tianliang",,,,jls032000,jung lee
ENGR,3300,002,3,10,2,4,8,,,4,4,2,4,,1,11,3,,0,"Lee, Jung S","Si, Qilin",,,,,kxc067000,kyeongjae cho
ENGR,3300,003,1,,5,8,26,4,2,1,,,,,,7,1,,0,"Fischetti, Massimo V",,,,,,jls032000,jung lee
